chirp_mass_true,chirp_mass_pred,sigma_chirp_mass_pred,chirp_mass_residual,chirp_mass_zscore
1.0145482,1.555438,0.38629577,0.54088986,1.4001962
1.7404478,1.5552325,0.38643068,-0.18521523,-0.47929743
1.8861309,1.5554388,0.38629588,-0.33069217,-0.85605925
1.3536704,1.5552342,0.38643068,0.20156384,0.5216041
1.2634885,1.5552313,0.3864303,0.2917428,0.75496876
1.786757,1.5552319,0.38643038,-0.23152506,-0.59913784
1.4670087,1.5554378,0.386296,0.08842909,0.22891538
1.9026622,1.5552337,0.38643068,-0.34742844,-0.89907056
1.9332938,1.5552292,0.38642994,-0.37806463,-0.97835237
1.9118066,1.5554378,0.38629594,-0.35636878,-0.9225279
1.522762,1.5554397,0.38629618,0.03267777,0.08459253
1.1603389,1.5552323,0.3864305,0.3948934,1.0219002
1.9589841,1.5554384,0.386296,-0.40354574,-1.0446541
1.6386036,1.5554383,0.38629583,-0.08316529,-0.21528912
1.7526176,1.5554388,0.38629612,-0.19717884,-0.51043445
1.2268766,1.5552331,0.38643065,0.3283565,0.8497165
1.4130614,1.5554382,0.3862959,0.14237678,0.36856923
1.6796496,1.5554386,0.38629577,-0.12421095,-0.32154366
1.228053,1.5554388,0.3862959,0.32738578,0.84749997
1.2437323,1.5552337,0.38643068,0.31150138,0.806099
1.326822,1.5554384,0.3862959,0.22861636,0.59181666
1.885275,1.5552304,0.38643008,-0.33004463,-0.8540863
0.90957636,1.5552337,0.38643068,0.64565736,1.6708232
1.6606811,1.5552335,0.38643068,-0.10544765,-0.27287596
1.3285086,1.5552329,0.38643056,0.22672427,0.58671415
1.3757699,1.5554388,0.386296,0.1796689,0.46510682
1.6952846,1.5554388,0.38629594,-0.13984585,-0.3620174
1.8091848,1.555233,0.38643074,-0.2539518,-0.65717286
1.3779824,1.5552329,0.38643062,0.1772505,0.4586865
0.9674658,1.55523,0.38643005,0.5877642,1.5210106
1.4613156,1.555438,0.38629577,0.09412241,0.24365374
1.2826685,1.555439,0.38629594,0.27277052,0.706118
1.377416,1.5554378,0.3862959,0.17802179,0.46084306
2.0352576,1.5554402,0.38629615,-0.4798174,-1.2420973
1.451005,1.555439,0.38629606,0.10443401,0.2703471
1.3249154,1.555439,0.38629594,0.23052359,0.59675384
1.7193186,1.5554383,0.3862959,-0.16388035,-0.42423525
1.3365068,1.5552337,0.3864309,0.21872687,0.5660181
1.6667767,1.5552332,0.38643068,-0.11154342,-0.2886505
1.2901213,1.5552335,0.38643062,0.26511216,0.6860537
1.4694846,1.5554383,0.3862959,0.08595371,0.22250743
1.1387722,1.5554379,0.38629583,0.41666567,1.0786182
1.0762098,1.555234,0.38643062,0.47902417,1.2396123
1.3676865,1.555438,0.38629583,0.18775153,0.48603043
1.6158512,1.5554389,0.386296,-0.060412288,-0.1563886
1.3505908,1.5554394,0.386296,0.20484853,0.530289
1.718486,1.5554383,0.3862959,-0.16304767,-0.4220797
1.3714588,1.5552337,0.38643056,0.18377495,0.47557044
1.295532,1.555234,0.38643068,0.25970197,0.67205316
1.9135659,1.5554384,0.38629606,-0.35812747,-0.92708033
1.3982471,1.5552332,0.38643068,0.15698612,0.4062465
1.793945,1.5554392,0.38629588,-0.23850572,-0.6174172
1.1047924,1.5552323,0.38643056,0.45043993,1.1656426
1.4355912,1.5554388,0.38629594,0.119847536,0.310248
1.0323653,1.555234,0.38643074,0.52286863,1.353072
1.4531081,1.555234,0.38643056,0.10212588,0.26428005
1.6698059,1.5554391,0.38629594,-0.11436677,-0.29605997
1.374878,1.5554397,0.38629612,0.18056166,0.46741775
1.0279876,1.5554392,0.38629606,0.52745163,1.3654077
1.3368837,1.5554385,0.3862959,0.21855485,0.56577057
1.4048717,1.5554385,0.38629594,0.15056682,0.38977063
1.0468153,1.5554391,0.38629594,0.50862384,1.3166689
1.4666867,1.5552315,0.3864304,0.08854473,0.22913498
1.3169165,1.5552316,0.38643038,0.2383151,0.61670905
1.3325284,1.5554382,0.38629588,0.22290981,0.57704425
1.290526,1.5552337,0.38643068,0.26470768,0.6850069
1.2771027,1.555232,0.38643056,0.27812934,0.7197395
1.343454,1.5552278,0.38642964,0.21177375,0.5480267
1.6950976,1.5552335,0.38643065,-0.13986409,-0.3619384
1.5474805,1.5554388,0.386296,0.007958293,0.02060154
1.4056802,1.555234,0.38643074,0.14955378,0.38701314
1.4359727,1.5554383,0.3862959,0.11946559,0.30925927
1.330352,1.5552335,0.38643074,0.22488153,0.58194524
1.8260697,1.5554383,0.3862959,-0.27063143,-0.7005806
1.4449294,1.555438,0.38629588,0.11050868,0.28607264
1.4404681,1.5552335,0.38643068,0.114765406,0.29698834
1.8531462,1.5554379,0.38629588,-0.29770827,-0.7706742
2.1473725,1.5552342,0.38643062,-0.5921383,-1.5323275
1.9600471,1.5554385,0.3862959,-0.4046086,-1.0474058
1.3752102,1.5552311,0.38643005,0.18002093,0.46585643
1.2019324,1.5552342,0.38643065,0.35330176,0.9142695
1.2497104,1.5554385,0.3862959,0.30572808,0.79143494
1.1362146,1.5554382,0.38629583,0.41922355,1.0852396
1.3673533,1.555438,0.38629588,0.18808472,0.4868929
1.235447,1.5554392,0.38629603,0.31999218,0.82836
1.2740164,1.5554378,0.386296,0.28142142,0.7285124
1.4578311,1.5554383,0.38629588,0.097607136,0.25267455
1.636018,1.5554383,0.38629588,-0.08057976,-0.20859595
1.8664348,1.5554389,0.3862959,-0.31099594,-0.8050718
1.4548589,1.5554397,0.38629603,0.10058081,0.26037237
1.2276833,1.5552313,0.3864303,0.32754803,0.84762514
1.8927846,1.5552335,0.38643068,-0.33755112,-0.8735101
1.945857,1.5552318,0.38643053,-0.39062524,-1.010855
1.4228806,1.5552299,0.38643017,0.13234925,0.342492
1.3660628,1.5552312,0.3864303,0.18916845,0.489528
1.8045149,1.5554404,0.3862963,-0.24907446,-0.6447757
1.2361357,1.555439,0.386296,0.31930327,0.8265767
1.5381403,1.55523,0.38642985,0.017089725,0.04422465
1.3711367,1.5554384,0.38629594,0.18430173,0.47709984
1.8589327,1.555233,0.38643053,-0.30369973,-0.7859103
1.8360541,1.5554379,0.38629588,-0.28061616,-0.72642803
1.4068736,1.5554384,0.386296,0.14856482,0.38458803
1.4733927,1.555233,0.38643056,0.08184028,0.21178521
1.4365625,1.555438,0.38629583,0.1188755,0.30773178
1.2084408,1.5552342,0.3864308,0.3467934,0.89742696
1.5803348,1.5554378,0.38629588,-0.02489698,-0.06445054
1.7760597,1.5552337,0.38643062,-0.22082603,-0.57145065
1.2848264,1.5552318,0.3864304,0.2704054,0.6997519
1.7546179,1.5552328,0.38643065,-0.19938517,-0.51596624
1.1178658,1.5552337,0.3864308,0.43736792,1.1318144
1.1261212,1.5554379,0.38629594,0.42931676,1.1113675
1.8775944,1.5552335,0.38643074,-0.32236087,-0.8342009
1.8580937,1.5552335,0.38643068,-0.30286026,-0.7837376
1.5731561,1.5554382,0.3862959,-0.017717957,-0.04586628
1.508244,1.5554384,0.38629583,0.04719436,0.12217156
1.4570315,1.5554379,0.38629583,0.098406434,0.25474373
1.2946397,1.555234,0.38643077,0.26059425,0.67436206
1.9337709,1.5552342,0.38643074,-0.3785367,-0.97957194
1.3351232,1.5552318,0.38643038,0.22010863,0.5695945
1.3160034,1.5552319,0.38643062,0.23922849,0.61907226
1.3937432,1.5552328,0.3864305,0.1614896,0.41790077
1.8836563,1.5552332,0.38643062,-0.32842302,-0.84988874
1.4597485,1.555232,0.38643053,0.09548354,0.24709108
1.0993892,1.5554385,0.38629588,0.45604932,1.18057
1.8590467,1.5554382,0.38629583,-0.30360854,-0.7859483
1.2329527,1.555233,0.38643062,0.3222803,0.8339926
1.4410203,1.5552335,0.38643074,0.11421323,0.29555938
2.035853,1.5554386,0.38629606,-0.48041427,-1.2436427
2.0016866,1.555439,0.386296,-0.44624758,-1.155196
1.7038397,1.5554397,0.38629603,-0.14839995,-0.3841612
1.7133111,1.5552331,0.38643074,-0.15807796,-0.4090719
1.3289211,1.5552335,0.38643065,0.2263124,0.5856482
1.736937,1.5554402,0.38629618,-0.18149686,-0.4698386
1.6929151,1.5552273,0.38642964,-0.1376878,-0.35630757
1.1589578,1.5552317,0.38643038,0.39627385,1.0254728
2.0722601,1.5552318,0.38643032,-0.51702833,-1.33796
1.7089167,1.5554377,0.38629577,-0.15347898,-0.3973095
1.2046078,1.5552337,0.38643074,0.35062587,0.9073447
1.5497108,1.555438,0.38629577,0.005727291,0.014826181
1.3915964,1.5552306,0.38643017,0.16363418,0.42345083
1.522581,1.555439,0.386296,0.032858014,0.08505916
1.6625631,1.5554386,0.38629594,-0.10712445,-0.27731186
1.8953116,1.5552323,0.38643053,-0.3400793,-0.88005286
1.1826078,1.5552342,0.38643065,0.37262642,0.9642776
1.148481,1.5554383,0.3862959,0.40695727,1.0534859
1.3855852,1.5552318,0.38643032,0.16964662,0.4390096
1.6124821,1.5554383,0.3862959,-0.05704379,-0.14766863
1.7446765,1.5552337,0.38643074,-0.18944275,-0.49023727
1.2233354,1.5554376,0.38629583,0.33210218,0.85970944
1.0247656,1.5552337,0.38643074,0.5304681,1.3727379
1.0314748,1.5552335,0.38643062,0.52375865,1.3553756
1.2888403,1.5554384,0.3862959,0.2665981,0.6901396
1.1861273,1.5552317,0.38643038,0.3691044,0.955164
1.6272771,1.5552325,0.38643062,-0.07204461,-0.18643609
1.4539881,1.5554383,0.386296,0.101450205,0.26262298
1.3397524,1.555234,0.3864309,0.21548152,0.5576198
1.9040489,1.5552329,0.38643068,-0.34881604,-0.9026613
1.6421251,1.5554394,0.386296,-0.08668578,-0.22440247
1.823241,1.5554388,0.38629583,-0.26780224,-0.69325686
1.2946436,1.555234,0.38643074,0.2605903,0.67435193
1.6534559,1.555439,0.38629594,-0.09801686,-0.25373515
1.5911319,1.5554384,0.3862959,-0.035693526,-0.09239944
1.0487425,1.5554388,0.38629603,0.5066962,1.3116785
1.421534,1.555439,0.386296,0.13390505,0.34663847
1.1164112,1.5554388,0.38629594,0.43902755,1.1365057
2.0023832,1.5552335,0.38643053,-0.44714975,-1.1571285
1.8314533,1.5552337,0.38643068,-0.2762196,-0.7147973
1.5559692,1.5554385,0.38629588,-0.00053071976,-0.0013738686
1.4195162,1.5552335,0.3864304,0.13571727,0.35120752
1.3868749,1.5554396,0.38629603,0.16856468,0.4363614
2.0607612,1.5552342,0.38643056,-0.505527,-1.3081963
1.9039875,1.5552255,0.38642958,-0.34876204,-0.9025242
0.9763296,1.555438,0.38629577,0.5791084,1.4991322
1.3631423,1.5552285,0.38642988,0.19208622,0.4970791
1.3493546,1.555233,0.38643062,0.20587838,0.5327693
1.8661796,1.5554383,0.386296,-0.3107413,-0.8044124
1.051956,1.5554388,0.38629612,0.5034827,1.3033594
0.9866494,1.5552306,0.38643008,0.5685812,1.4713689
1.6308929,1.5554383,0.38629594,-0.07545459,-0.19532846
1.2501866,1.5554392,0.386296,0.30525267,0.79020405
1.08585,1.5554385,0.38629594,0.46958852,1.2156186
1.3849962,1.5554385,0.38629594,0.17044234,0.4412222
1.6459861,1.5552331,0.38643065,-0.09075296,-0.23484927
1.610178,1.5554384,0.386296,-0.054739594,-0.14170375
1.8124533,1.5552331,0.38643062,-0.25722015,-0.6656309
1.2597766,1.5552335,0.38643077,0.2954569,0.7645791
1.2236507,1.5554392,0.38629594,0.33178854,0.85889727
1.2046703,1.555234,0.3864308,0.35056365,0.9071835
1.7585487,1.5554392,0.38629606,-0.2031095,-0.5257871
1.614703,1.5552329,0.38643077,-0.059470177,-0.15389606
1.3632581,1.5554382,0.38629583,0.19218004,0.49749446
1.4558651,1.555438,0.38629577,0.0995729,0.25776336
1.5687524,1.5552303,0.38642994,-0.013522148,-0.034992497
1.6236887,1.5554382,0.38629583,-0.06825054,-0.17667946
1.4622455,1.5554388,0.386296,0.09319329,0.2412484
1.6488785,1.555439,0.3862959,-0.09343946,-0.2418857
1.6157507,1.5552316,0.38643038,-0.0605191,-0.15661061
1.5839337,1.5554385,0.38629594,-0.028495193,-0.07376519
1.9702847,1.5552326,0.38643068,-0.41505206,-1.074066
1.2881138,1.555228,0.38642976,0.26711416,0.691236
1.961507,1.5554372,0.38629583,-0.40606976,-1.0511886
1.7616837,1.5554394,0.38629612,-0.20624435,-0.5339022
1.000511,1.5554383,0.3862959,0.55492723,1.436534
1.8087786,1.5552332,0.3864305,-0.2535454,-0.6561216
1.8035238,1.5552324,0.38643062,-0.24829137,-0.6425251
1.4567441,1.5554389,0.38629594,0.0986948,0.25549012
1.7567737,1.5552332,0.38643068,-0.20154047,-0.5215437
1.4058843,1.555233,0.38643074,0.14934874,0.38648254
1.53803,1.5552328,0.38643056,0.017202735,0.044517014
1.516475,1.5554407,0.3862964,0.038965702,0.10086996
1.6485772,1.555224,0.3864293,-0.09335327,-0.24157917
1.2894576,1.5554385,0.3862959,0.26598096,0.688542
1.8818985,1.55544,0.38629612,-0.32645857,-0.8450993
1.2604192,1.5552254,0.38642952,0.29480612,0.76289755
1.4752127,1.5552335,0.38643053,0.080020785,0.20707677
1.2364397,1.5552329,0.38643074,0.31879318,0.82496846
1.1918452,1.5554382,0.38629583,0.36359298,0.9412294
1.7244712,1.5554392,0.386296,-0.16903198,-0.43757114
1.720258,1.5552337,0.38643074,-0.16502428,-0.4270475
1.3944483,1.5554388,0.3862959,0.16099048,0.41675428
1.5356154,1.5552294,0.38643008,0.019613981,0.050756868
1.6943028,1.555233,0.38643056,-0.1390698,-0.359883
1.5525956,1.5554383,0.3862959,0.0028426647,0.007358775
1.7343867,1.5552342,0.38643062,-0.17915249,-0.4636084
1.1501304,1.5552311,0.3864302,0.4051007,1.0483153
1.8004541,1.5554404,0.38629612,-0.24501371,-0.634264
1.3379093,1.5554395,0.38629603,0.21753013,0.5631177
1.398331,1.555233,0.38643074,0.15690196,0.40602866
1.4686205,1.555233,0.38643056,0.08661246,0.22413461
1.516631,1.5554397,0.38629612,0.038808703,0.100463614
1.7506819,1.555228,0.38643008,-0.19545388,-0.50579363
1.680707,1.555439,0.38629594,-0.12526798,-0.32427981
1.8181865,1.5552332,0.38643077,-0.26295328,-0.6804667
1.6586406,1.5554386,0.38629594,-0.103201985,-0.26715782
1.5849586,1.5554394,0.38629603,-0.0295192,-0.07641601
1.3776813,1.5554404,0.3862963,0.17775917,0.46016276
1.5109581,1.5552337,0.3864308,0.04427564,0.11457586
1.3756518,1.5552335,0.38643068,0.17958164,0.4647189
1.0646979,1.5552317,0.3864304,0.49053383,1.2693976
1.640373,1.5554384,0.3862959,-0.08493459,-0.21986924
1.4733251,1.555233,0.3864305,0.08190787,0.21196015
1.495316,1.5554392,0.386296,0.060123205,0.15564024
1.2647594,1.5554384,0.38629594,0.29067898,0.7524774
1.4292669,1.5554383,0.38629588,0.12617135,0.3266184
1.0111103,1.5554395,0.38629594,0.54432917,1.4090989
2.01981,1.5554383,0.3862959,-0.46437168,-1.2021139
1.1026834,1.5554392,0.386296,0.4527558,1.1720437
1.5642822,1.5552325,0.38643062,-0.009049654,-0.023418574
1.6980547,1.5554392,0.38629603,-0.14261544,-0.3691869
1.7917516,1.5552335,0.38643077,-0.23651814,-0.6120583
1.6937946,1.5554382,0.38629588,-0.13835645,-0.35816184
1.6348294,1.5554385,0.38629603,-0.07939088,-0.20551825
1.679656,1.5552329,0.38643065,-0.124423146,-0.32198054
1.9615295,1.5552326,0.38643074,-0.40629685,-1.0514092
1.7888025,1.5552309,0.38643017,-0.23357165,-0.6044343
1.4497666,1.5554384,0.3862959,0.10567176,0.27355134
1.6277323,1.5552328,0.38643074,-0.07249951,-0.18761322
1.5998757,1.5552318,0.3864304,-0.04464388,-0.1155289
1.2170435,1.5554394,0.38629612,0.33839583,0.8760011
1.1643987,1.5554389,0.386296,0.3910402,1.0122813
1.2094576,1.555232,0.38643062,0.3457744,0.8947904
1.2049564,1.5552324,0.38643053,0.350276,0.9064397
0.9876463,1.5554384,0.38629594,0.5677921,1.4698371
1.9777057,1.5554383,0.38629577,-0.42226744,-1.0931195
1.7837144,1.5552337,0.38643062,-0.2284807,-0.5912593
1.6932797,1.5552332,0.38643074,-0.1380465,-0.35723478
1.569041,1.555438,0.3862959,-0.013602972,-0.035213865
1.0314128,1.5552315,0.3864303,0.5238186,1.3555319
2.0107522,1.5554385,0.38629594,-0.45531368,-1.1786654
1.4190326,1.5552325,0.38643068,0.13619995,0.35245636
1.4185486,1.555439,0.386296,0.13689041,0.35436663
1.6544244,1.5552291,0.38643008,-0.09919536,-0.2566968
1.1736166,1.5554392,0.38629594,0.3818226,0.9884199
1.3289491,1.5554388,0.386296,0.22648966,0.58631116
1.3399699,1.5554382,0.3862959,0.21546829,0.5577804
1.7488674,1.555438,0.38629588,-0.19342935,-0.5007285
1.6659664,1.555231,0.38643008,-0.11073542,-0.28656003
1.6652513,1.5554383,0.38629588,-0.109812975,-0.28427166
1.8862021,1.555439,0.38629594,-0.3307631,-0.8562428
1.0904827,1.5552278,0.38642976,0.46474504,1.2026637
1.1131918,1.5554386,0.3862959,0.4422468,1.1448394
1.7487273,1.5552337,0.38643062,-0.1934936,-0.50072014
1.4672401,1.5552293,0.38643017,0.08798921,0.22769757
1.3552923,1.5552335,0.38643065,0.19994116,0.51740503
1.5709208,1.555438,0.38629588,-0.015482783,-0.040080115
1.8822274,1.5552335,0.38643056,-0.32699394,-0.8461907
1.3675588,1.5552297,0.38642988,0.18767083,0.48565298
1.4895391,1.5552335,0.38643074,0.06569433,0.17000286
1.5506673,1.555234,0.38643068,0.0045666695,0.011817564
1.2759932,1.5554378,0.38629594,0.27944458,0.72339505
1.973375,1.5554383,0.386296,-0.41793668,-1.0819079
1.4767672,1.555233,0.38643065,0.07846582,0.20305279
1.8696315,1.5552316,0.38643032,-0.31439996,-0.81360066
1.6383462,1.5554384,0.3862959,-0.082907796,-0.2146225
1.5712575,1.5554392,0.38629603,-0.015818238,-0.040948488
1.3801398,1.5552309,0.38643038,0.17509103,0.4530985
1.1010116,1.5554392,0.38629603,0.4544276,1.1763713
1.8761451,1.5552325,0.38643068,-0.3209126,-0.8304532
1.8117191,1.5554388,0.38629583,-0.2562803,-0.66343015
1.6456771,1.5554382,0.38629583,-0.09023893,-0.23360059
1.349957,1.5552318,0.38643053,0.20527482,0.53120756
1.9116474,1.5554382,0.38629588,-0.35620928,-0.92211515
1.7616142,1.5552332,0.38643062,-0.20638096,-0.5340699
1.8596786,1.555234,0.38643068,-0.30444467,-0.78783774
1.1851678,1.5554383,0.38629577,0.3702705,0.9585155
1.4458551,1.5552332,0.38643056,0.1093781,0.28304723
1.4820148,1.5552337,0.38643068,0.07321894,0.18947497
1.2512864,1.5552223,0.38642895,0.3039359,0.7865246
1.7877581,1.5554392,0.38629594,-0.23231888,-0.60140127
1.9748538,1.5552332,0.38643068,-0.4196205,-1.0858881
1.2365254,1.5552297,0.38643005,0.31870425,0.8247398
1.2004685,1.555234,0.38643065,0.35476542,0.91805714
1.6855942,1.5552295,0.38643005,-0.13036466,-0.33735642
1.2069379,1.5552324,0.38643068,0.3482945,0.9013117
1.5132773,1.5552313,0.3864303,0.04195404,0.1085682
1.508819,1.5552313,0.3864302,0.04641235,0.120105386
1.146476,1.555232,0.3864305,0.40875602,1.0577737
1.6410451,1.555233,0.38643068,-0.08581209,-0.22206335
1.7327719,1.5552309,0.38643008,-0.17754102,-0.45943892
1.2046937,1.5552329,0.38643068,0.3505392,0.9071205
1.3559371,1.555438,0.38629583,0.19950092,0.51644593
1.6245682,1.5554385,0.3862959,-0.069129705,-0.17895532
1.2724596,1.555234,0.38643074,0.28277433,0.7317594
1.1232415,1.5552342,0.38643065,0.43199265,1.1179048
1.5590897,1.5552282,0.38642994,-0.0038614273,-0.009992568
1.8251765,1.5554383,0.3862959,-0.2697382,-0.6982683
1.5575359,1.5552328,0.38643062,-0.0023031235,-0.0059599923
1.4732163,1.555234,0.38643065,0.08201766,0.21224418
1.5059181,1.5554389,0.38629588,0.04952073,0.12819378
1.6762282,1.5552325,0.38643062,-0.12099564,-0.31311092
1.0756325,1.5554384,0.3862959,0.47980595,1.2420684
1.8009468,1.5554383,0.38629594,-0.24550855,-0.63554525
2.0021875,1.5554391,0.38629594,-0.44674838,-1.1564926
1.2798359,1.555439,0.38629594,0.27560306,0.71345055
1.6175162,1.5554386,0.38629594,-0.062077522,-0.16069938
1.4235258,1.555438,0.38629577,0.13191223,0.34147987
1.4996027,1.5554377,0.38629588,0.05583501,0.14453949
1.6968169,1.5552335,0.38643074,-0.14158344,-0.36638764
1.6536496,1.5554383,0.3862959,-0.09821129,-0.2542385
1.1957197,1.555234,0.38643074,0.35951424,0.93034583
1.2609295,1.5552328,0.38643062,0.2943033,0.7615941
1.3386658,1.5552335,0.38643068,0.21656764,0.56043077
1.7999629,1.555438,0.3862957,-0.24452484,-0.6329991
1.363166,1.5552335,0.38643065,0.1920675,0.4970297
1.1890906,1.5552326,0.38643065,0.36614203,0.94749737
1.2050761,1.5554391,0.386296,0.35036302,0.9069807
1.2849221,1.555231,0.3864302,0.27030885,0.6995024
1.5368452,1.5554378,0.38629594,0.018592596,0.048130445
1.5471201,1.5554382,0.3862959,0.008318067,0.021532888
1.2906517,1.555438,0.38629588,0.26478636,0.6854496
1.3153465,1.5552332,0.38643053,0.23988676,0.6207759
1.8578424,1.5554394,0.38629603,-0.3024031,-0.7828273
1.4018505,1.5554385,0.3862959,0.15358806,0.3975917
1.4167999,1.5552337,0.38643068,0.13843381,0.35823712
1.6901346,1.5554389,0.38629588,-0.13469577,-0.34868547
1.8836452,1.5552322,0.38643053,-0.328413,-0.849863
1.3309172,1.555438,0.38629603,0.2245208,0.58121437
1.0894343,1.555234,0.38643074,0.4657997,1.2053899
0.97191733,1.5552301,0.38643008,0.5833128,1.5094912
1.4115833,1.5552315,0.38643032,0.14364815,0.37173104
1.3276694,1.5552326,0.38643065,0.22756326,0.5888851
1.0558248,1.5552337,0.38643065,0.49940896,1.2923638
1.3527715,1.5554395,0.38629603,0.20266795,0.52464414
1.2079487,1.5554392,0.38629612,0.34749055,0.8995445
1.9869734,1.5554397,0.38629603,-0.4315337,-1.1171062
1.9809527,1.555234,0.38643074,-0.42571878,-1.1016691
1.475305,1.555234,0.38643062,0.079928994,0.20683919
1.7114055,1.5554388,0.38629606,-0.15596676,-0.4037493
1.6898794,1.5552297,0.38643008,-0.13464975,-0.34844533
1.3597145,1.5552335,0.38643056,0.19551897,0.5059615
1.6514647,1.5554383,0.38629594,-0.09602642,-0.24858253
1.3619708,1.5554386,0.38629583,0.19346786,0.5008282
1.1624024,1.555232,0.3864305,0.39282966,1.0165596
1.4110067,1.5552287,0.38643008,0.14422202,0.37321633
1.000151,1.5554388,0.38629594,0.5552877,1.4374671
1.4003018,1.555439,0.386296,0.15513718,0.40160182
1.8841405,1.5552318,0.3864305,-0.32890868,-0.85114574
1.6655331,1.5554383,0.3862959,-0.110094786,-0.28500116
1.849753,1.5554383,0.38629583,-0.29431474,-0.7618895
1.3356007,1.5554389,0.3862959,0.21983814,0.5690926
1.1218451,1.5554383,0.3862959,0.43359315,1.1224378
2.0861714,1.5554382,0.38629588,-0.5307332,-1.3739034
1.8954235,1.5552335,0.38643065,-0.34019005,-0.8803392
1.7593701,1.5554389,0.3862959,-0.20393121,-0.5279145
1.6656961,1.5554395,0.386296,-0.11025667,-0.28542018
1.3640354,1.5554385,0.38629594,0.19140315,0.4954832
1.8025271,1.555234,0.38643065,-0.24729311,-0.63994175
1.1200974,1.5554392,0.386296,0.43534184,1.1269643
2.098748,1.5552326,0.38643062,-0.5435153,-1.4065017
1.4511528,1.5554397,0.38629618,0.10428691,0.26996619
1.6696064,1.5552325,0.38643038,-0.11437392,-0.29597548
1.5140375,1.5552318,0.3864304,0.04119432,0.10660217
1.6881129,1.5552216,0.3864289,-0.1328913,-0.34389585
1.2319243,1.5554391,0.386296,0.32351482,0.83747905
1.127949,1.5554394,0.38629603,0.42749035,1.1066393
1.3246812,1.5552323,0.38643053,0.23055112,0.5966173
1.5686721,1.555439,0.38629588,-0.013233066,-0.034256294
1.4131173,1.5552325,0.38643065,0.14211524,0.36776388
1.0382609,1.5554389,0.38629603,0.51717794,1.3388125
1.2407242,1.555234,0.38643074,0.31450975,0.8138839
1.6826792,1.5554389,0.386296,-0.1272403,-0.3293855
1.5954127,1.5552324,0.38643062,-0.040180326,-0.10397811
1.8553545,1.555233,0.38643068,-0.30012155,-0.7766504
1.6643324,1.5554392,0.38629594,-0.108893156,-0.2818905
1.2184843,1.5554384,0.38629588,0.33695412,0.8722695
1.6444576,1.555439,0.386296,-0.08901858,-0.23044138
1.164405,1.5552299,0.38643008,0.3908249,1.0113729
1.9800425,1.5554395,0.38629612,-0.424603,-1.0991645
1.4729952,1.5552303,0.38643023,0.0822351,0.2128071
1.4443905,1.5554382,0.3862957,0.111047626,0.28746793
1.5929412,1.5554438,0.38629645,-0.0374974,-0.09706898
1.3919524,1.5554392,0.38629603,0.16348684,0.42321646
1.4303184,1.555439,0.38629594,0.12512064,0.3238984
1.0893496,1.5554386,0.38629603,0.466089,1.2065592
1.6207834,1.5554385,0.386296,-0.06534493,-0.16915767
1.6450524,1.5554404,0.38629627,-0.08961201,-0.2319774
1.8853894,1.555234,0.38643077,-0.3301555,-0.85437167
1.7446707,1.5552335,0.38643074,-0.18943727,-0.49022308
1.5452394,1.555233,0.38643062,0.009993553,0.025861183
1.5684035,1.5552337,0.38643062,-0.0131697655,-0.034080543
1.5278563,1.5552342,0.38643068,0.027377844,0.07084801
1.7286714,1.5552335,0.38643056,-0.17343795,-0.4488205
1.7372466,1.5554391,0.386296,-0.18180752,-0.470643
1.3604351,1.555234,0.3864309,0.19479883,0.50409746
1.6901361,1.5552331,0.38643062,-0.13490295,-0.34910005
1.1661193,1.5554389,0.38629594,0.38931954,1.0078272
1.001962,1.5554392,0.38629603,0.5534773,1.4327801
1.2957504,1.5552342,0.38643068,0.2594838,0.67148864
1.5600948,1.5552294,0.38642988,-0.004865408,-0.012590662
1.5168027,1.5552307,0.38642997,0.03842807,0.09944381
1.3845128,1.5554388,0.386296,0.17092597,0.4424741
1.3234981,1.5552318,0.38643053,0.23173368,0.59967744
1.7108728,1.555438,0.38629594,-0.15543473,-0.40237215
1.5296227,1.5552326,0.38643062,0.02560997,0.06627314
1.3177814,1.555439,0.386296,0.23765755,0.6152213
0.97765845,1.5554388,0.3862959,0.5777803,1.4956936
1.5690166,1.5552329,0.38643053,-0.013783693,-0.035669267
1.1718329,1.5554386,0.38629594,0.38360572,0.99303585
1.5799453,1.555233,0.38643053,-0.024712324,-0.06395024
1.7954748,1.5552292,0.38643008,-0.24024558,-0.6217052
1.3216299,1.5554392,0.38629603,0.23380935,0.60525954
1.6293436,1.5554383,0.38629588,-0.07390535,-0.19131798
1.5979714,1.5554409,0.3862963,-0.042530537,-0.11009822
1.242569,1.5552329,0.38643068,0.3126639,0.80910736
1.8643159,1.5552335,0.38643065,-0.3090824,-0.7998392
1.6012274,1.5554385,0.3862959,-0.045788884,-0.11853318
1.5098028,1.5552335,0.38643068,0.04543066,0.117564835
1.5933746,1.555234,0.38643065,-0.038140655,-0.09869987
1.0806895,1.5552309,0.38643008,0.4745413,1.2280134
1.9765579,1.555438,0.38629577,-0.4211198,-1.0901487
1.1708902,1.5552337,0.38643074,0.3843435,0.9945987
1.4066485,1.555233,0.38643062,0.14858449,0.38450494
1.2584468,1.5552335,0.38643062,0.29678667,0.7680206
1.9874455,1.5552335,0.38643074,-0.432212,-1.1184721
1.540915,1.5554382,0.38629583,0.014523149,0.037595924
1.3497465,1.5554388,0.3862959,0.20569229,0.5324734
1.4267317,1.5552328,0.3864305,0.12850106,0.33253342
1.321563,1.5552248,0.38642982,0.23366177,0.6046681
